random_state,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
24,4,0,0,0,0,0,0,4,5,0,0,4,5,0,2,0,0,1,4,0,1,3
25,4,0,0,1,1,0,0,4,5,0,0,5,5,0,3,0,0,1,4,0,1,3
26,5,0,0,2,0,0,0,4,5,0,2,5,5,0,0,0,0,1,5,0,1,1
27,5,0,0,2,1,0,0,4,5,0,0,5,5,0,4,0,0,0,3,0,1,3
28,5,0,0,2,0,0,0,3,5,0,0,4,5,0,1,0,0,1,4,0,1,3
29,5,1,0,1,0,0,0,4,5,0,0,5,5,0,3,0,0,1,3,2,1,3
30,4,0,0,2,0,0,0,3,5,1,0,5,5,0,2,0,1,1,3,1,1,3
31,4,0,0,1,2,0,0,4,4,0,0,4,5,0,1,0,0,0,3,0,1,1
32,5,1,1,1,0,0,0,3,5,0,0,5,5,0,3,0,1,1,4,0,0,3
33,4,1,0,1,1,0,0,3,3,0,0,3,5,0,0,0,0,0,3,1,0,3
34,3,0,0,0,0,0,0,4,5,0,1,5,5,0,1,0,0,0,3,0,1,4
35,4,1,0,1,0,0,0,3,5,0,0,5,5,0,1,0,0,1,3,0,1,4
36,4,1,0,1,1,0,0,5,5,1,0,4,5,0,0,0,0,0,4,0,0,3
37,5,0,0,1,1,0,0,3,5,0,0,5,5,0,0,0,1,1,3,0,0,3
38,4,1,0,2,2,0,0,3,5,0,0,3,5,0,5,0,0,0,3,0,0,4
39,5,1,0,1,0,0,0,4,5,0,0,5,5,0,1,0,0,1,3,0,0,3
40,4,0,0,1,2,0,0,4,5,0,0,4,5,0,4,0,0,0,3,0,1,3
41,5,1,0,0,0,0,0,4,5,0,0,4,5,0,0,0,0,0,3,0,1,3
42,5,0,0,1,1,0,0,4,3,0,0,4,5,0,0,0,0,2,3,0,0,3
43,5,0,0,2,0,0,0,3,4,2,0,5,5,0,0,0,0,0,4,0,1,3
44,4,1,0,1,0,0,0,4,5,0,0,5,5,0,1,0,0,0,3,0,1,2
45,3,0,0,1,0,0,0,3,5,2,0,3,5,0,1,0,0,0,4,0,1,3
46,3,0,0,1,2,0,0,3,4,0,0,4,5,0,5,0,0,0,4,0,0,3
47,4,0,0,2,2,0,0,3,5,1,0,4,5,0,4,0,0,0,3,1,0,1
48,4,0,0,1,2,0,0,3,5,0,0,3,5,0,2,0,0,1,4,1,0,4
49,5,1,0,2,0,0,0,3,4,0,0,5,5,0,0,0,0,0,4,0,0,4
50,5,1,0,1,0,0,0,4,5,0,0,4,5,0,2,0,0,0,3,0,0,3
51,4,2,0,1,0,0,0,4,5,1,0,3,5,0,1,0,0,0,3,0,1,3
52,4,1,0,2,0,0,0,4,5,0,0,3,5,0,3,0,0,1,3,1,1,3
53,3,0,0,0,2,0,0,3,5,0,0,5,5,0,4,0,0,0,3,0,2,4
54,5,0,0,0,0,0,0,4,5,0,0,3,5,0,0,0,0,0,3,0,0,4
55,5,0,0,0,0,0,0,3,5,0,0,4,5,0,0,0,0,1,4,1,2,4
56,4,0,0,1,0,0,0,3,5,0,0,3,5,0,5,0,0,0,4,0,0,4
57,5,1,0,0,0,0,0,4,4,0,0,5,5,0,5,0,0,0,5,0,2,4
58,5,0,0,2,2,0,0,3,5,1,0,4,5,0,5,0,0,0,3,0,1,4
59,4,0,0,1,1,0,0,3,5,0,0,4,5,0,0,0,0,1,5,1,2,4
60,5,1,0,1,0,0,0,4,5,0,0,3,5,0,1,0,0,0,4,0,2,3
61,5,0,0,1,1,0,0,3,5,1,0,5,5,0,1,0,0,0,4,0,2,4
62,5,0,0,1,0,0,0,4,5,1,0,5,5,0,2,0,0,0,3,1,0,2
63,5,0,0,0,2,0,0,3,5,0,0,5,5,0,0,0,0,0,3,0,1,4
64,3,0,0,2,0,0,0,4,4,0,1,3,5,0,2,0,0,1,3,0,0,3
65,4,0,0,1,1,0,0,4,5,1,0,5,5,0,4,0,0,1,3,0,1,4
66,4,0,0,0,0,0,0,4,5,0,0,4,5,0,5,0,0,0,4,1,0,4
67,5,1,0,1,0,0,0,4,5,0,0,5,5,0,1,0,0,1,4,0,0,3
68,4,0,0,1,1,0,0,4,5,0,0,4,5,0,0,0,0,1,3,0,1,3
69,4,0,0,1,0,0,0,3,3,0,0,5,5,0,1,0,0,1,3,0,0,4
70,5,0,0,2,2,0,0,4,5,0,0,3,5,0,3,0,0,0,4,0,1,4
71,3,0,0,2,2,0,0,4,5,1,1,4,5,0,0,0,0,0,4,2,0,2
72,4,1,0,2,2,0,0,4,5,2,0,5,5,0,0,0,0,0,3,0,1,3
73,5,0,0,1,0,0,0,3,5,0,0,5,5,0,0,0,0,0,4,0,1,4
74,5,0,0,2,0,0,0,4,5,1,0,4,5,0,2,0,0,1,4,1,0,4
75,5,0,0,0,0,0,0,4,5,0,0,4,5,0,1,0,0,0,4,0,0,3
76,5,0,0,1,0,0,0,3,4,0,0,4,5,0,4,0,0,1,3,0,0,4
77,5,1,0,1,1,0,0,3,4,0,0,3,5,0,1,0,0,0,3,1,0,4
78,5,0,0,1,0,0,0,4,3,0,1,4,5,0,5,0,0,0,4,0,2,4
79,4,0,0,2,0,0,0,3,5,0,0,5,5,0,3,0,0,0,3,0,0,4
80,5,0,0,0,0,0,0,3,5,1,0,5,5,0,1,0,0,0,3,0,1,4
81,5,0,0,2,2,0,0,3,5,0,0,3,5,0,2,0,0,1,3,0,1,3
82,5,1,0,2,2,0,0,4,3,0,0,5,5,0,1,0,0,0,3,0,1,3
83,5,1,0,2,0,0,0,4,5,0,0,3,5,0,1,0,0,0,3,0,1,3
84,5,1,0,2,2,0,0,3,5,0,0,4,5,0,0,0,1,0,4,0,0,4
85,5,1,1,1,0,0,0,4,5,0,0,5,5,0,1,0,0,0,4,1,0,3
86,5,0,0,1,0,0,0,3,5,0,0,5,5,0,3,0,0,0,3,1,1,3
87,4,1,0,0,0,0,0,4,5,0,0,4,5,0,0,0,1,0,3,1,0,3
88,5,0,0,2,1,0,0,4,5,0,0,4,5,0,1,0,0,0,3,0,1,3
89,3,1,0,1,2,0,0,4,5,1,0,3,5,0,5,0,0,0,3,0,0,4
90,4,1,0,1,1,0,0,3,4,0,0,4,5,0,5,0,0,0,4,0,1,4
91,3,1,0,1,0,0,0,4,5,1,0,5,5,0,0,0,0,0,4,0,1,3
92,5,0,0,2,1,0,0,4,5,2,2,3,5,0,0,0,0,1,3,0,1,3
93,5,0,0,1,0,0,0,3,4,0,0,5,5,0,0,0,0,0,3,0,2,3
94,5,1,0,1,1,0,0,3,5,2,0,4,5,0,4,0,0,0,4,0,2,1
95,5,0,0,1,2,0,0,4,4,0,0,5,5,0,1,0,0,1,4,0,1,3
96,4,1,0,2,1,0,0,4,5,0,0,5,5,0,0,0,0,1,3,0,1,3
97,3,0,0,0,0,0,0,4,5,0,0,5,5,0,1,0,0,1,4,0,1,4
98,4,1,0,3,1,0,0,4,5,0,0,5,5,0,1,0,0,0,4,0,1,3
99,4,0,0,2,2,0,0,5,4,0,0,5,5,0,3,0,0,0,4,0,1,3
100,4,0,0,1,2,0,0,4,5,0,0,3,5,0,2,0,0,0,3,0,0,4
101,5,0,0,2,1,0,0,3,5,1,0,4,5,0,1,0,0,0,4,0,0,4
102,5,1,1,1,0,0,0,3,5,1,0,5,5,0,3,0,0,0,3,0,0,3
103,5,0,0,2,0,0,0,4,5,0,0,5,5,0,5,0,0,0,3,0,1,1
104,4,0,0,1,0,0,0,4,5,0,0,3,5,0,4,0,0,2,3,1,1,4
105,5,0,0,0,1,0,0,3,5,0,0,3,5,0,1,0,0,0,3,0,1,4
106,3,0,0,1,2,0,0,4,5,1,0,5,5,0,0,0,0,0,3,0,0,4
107,4,0,0,1,0,0,0,3,3,0,0,3,5,0,0,0,0,0,4,0,2,3
108,4,0,0,2,2,0,0,4,5,0,0,4,5,0,4,0,0,0,4,1,0,3
109,5,2,0,1,1,0,0,4,5,0,0,5,5,0,1,0,0,0,4,0,2,3
110,4,0,0,1,2,0,0,4,3,0,0,5,5,0,5,0,0,0,3,0,1,4
111,4,0,0,1,0,0,0,4,4,0,0,5,5,0,5,0,0,0,4,0,1,4
112,5,0,0,1,1,0,0,4,5,1,0,4,5,0,1,0,0,0,4,0,0,3
113,5,1,0,1,1,0,0,3,5,0,0,3,5,0,5,0,0,1,4,0,2,4
114,3,0,0,2,1,0,0,4,5,0,0,3,5,0,5,0,1,0,3,0,1,3
115,5,0,0,1,2,0,0,4,4,0,0,3,5,0,0,0,0,0,3,0,0,3
116,5,0,0,1,0,0,0,3,5,0,0,4,5,0,5,0,0,1,4,0,1,4
117,5,0,0,2,1,0,0,3,5,1,0,5,5,0,4,0,0,0,3,0,0,3
118,5,0,0,0,2,0,0,4,5,0,0,5,5,0,5,0,0,1,4,0,1,2
119,5,0,0,1,0,0,0,4,3,0,0,3,5,0,1,0,0,0,3,0,0,3
120,5,2,0,0,1,0,0,5,5,0,0,4,5,0,0,0,1,0,4,1,1,4
121,4,0,0,2,1,0,0,3,5,0,0,5,5,0,2,0,0,0,3,0,0,4
122,4,1,0,1,0,0,0,3,5,0,0,5,5,0,1,0,0,2,3,0,2,1
123,5,0,0,1,1,0,0,3,3,1,0,5,5,0,1,0,1,0,4,0,1,4
124,3,0,0,1,1,0,0,4,5,0,0,5,5,0,4,0,0,0,4,0,0,4
125,4,0,0,1,1,0,0,4,4,0,0,3,5,0,5,0,1,0,3,1,1,3
126,4,0,0,2,0,0,0,3,5,0,0,5,5,0,4,0,0,0,4,1,1,3
127,5,1,0,1,0,0,0,4,5,0,0,4,5,0,0,0,0,0,3,0,1,4
128,5,0,0,0,1,0,0,4,5,0,1,5,5,0,0,0,0,0,4,1,0,4
129,4,0,0,2,0,0,0,3,4,0,0,5,5,0,1,0,0,2,3,0,1,3
130,5,1,0,2,1,0,0,3,4,1,0,5,5,0,0,0,0,0,4,0,1,4
131,5,0,0,1,2,0,0,3,5,1,0,5,5,0,2,0,0,0,4,0,0,4
132,4,1,0,2,0,0,0,3,5,0,0,5,5,0,0,0,0,0,4,0,1,4
133,5,0,0,2,1,0,0,4,5,1,0,4,5,0,5,0,0,1,3,0,0,3
134,5,0,0,2,1,0,0,3,5,1,0,4,5,0,3,0,0,0,4,1,0,4
135,5,0,0,1,0,0,0,4,5,0,0,5,5,0,0,0,0,0,4,0,0,4
136,4,2,0,1,0,0,0,4,4,1,0,3,5,0,3,0,0,1,4,0,1,3
137,4,0,0,1,0,0,0,3,4,1,0,5,5,0,3,0,0,1,4,0,1,2
138,3,0,0,1,0,0,0,3,5,1,0,5,5,0,1,0,0,1,3,0,1,4
139,5,0,0,1,1,0,0,3,4,1,0,5,5,0,1,0,0,1,3,0,0,3
140,3,0,0,0,1,0,0,4,5,1,0,4,5,0,5,0,0,0,4,0,1,4
141,5,0,0,1,0,0,0,3,5,0,0,5,5,0,4,0,0,0,4,0,2,3
142,4,0,0,1,2,0,0,4,5,0,0,5,5,0,0,0,2,0,3,0,1,1
143,3,0,0,2,0,0,0,4,5,0,1,5,5,0,5,0,0,0,5,0,0,4
144,5,0,0,1,2,0,0,4,5,0,0,3,5,0,4,0,2,0,4,0,0,3
145,5,0,0,1,1,0,0,4,5,0,0,5,5,0,3,0,0,0,4,0,1,1
146,5,2,0,1,0,0,0,4,5,1,0,5,5,0,3,0,0,0,3,0,2,4
147,5,0,0,1,2,0,0,3,3,1,0,5,5,0,0,0,0,0,3,0,0,3
148,4,0,1,1,2,0,0,4,5,0,0,4,5,0,1,0,0,1,4,0,0,3
149,5,0,0,1,2,0,0,3,5,2,0,4,5,0,0,0,0,0,3,0,1,3
150,5,0,0,0,2,0,0,3,5,1,0,3,5,0,0,0,0,1,4,0,0,4
151,5,0,0,1,1,0,0,3,3,0,0,5,5,0,2,0,0,2,5,0,0,2
152,3,0,0,1,0,0,0,3,5,0,0,4,5,0,5,0,0,0,4,0,0,3
153,4,0,0,2,0,0,0,3,5,0,0,5,5,0,1,0,0,1,4,0,0,3
154,3,0,0,1,2,0,0,3,4,0,0,5,5,0,2,0,0,0,4,0,1,3
155,5,0,0,2,0,0,0,4,5,0,0,5,5,0,5,0,0,1,4,1,0,4
156,5,0,0,1,0,0,0,3,4,0,0,4,5,0,1,0,0,0,4,0,0,4
157,3,1,0,1,2,0,0,4,4,1,0,3,5,0,1,0,0,1,3,1,0,3
158,5,0,0,2,0,0,0,4,5,0,0,5,5,0,1,0,1,0,3,0,1,4
159,5,1,0,1,0,0,0,4,3,2,0,5,5,0,1,0,0,0,4,0,1,3
160,4,2,0,0,0,0,0,3,5,0,0,4,5,0,5,0,1,0,3,0,1,3
161,5,0,0,2,0,0,0,4,5,0,0,4,5,0,0,0,0,0,4,0,0,3
162,5,0,0,1,2,0,0,4,5,0,0,5,5,0,0,0,0,1,4,0,2,3
163,4,1,0,1,0,0,0,3,5,1,0,5,5,0,4,0,0,0,4,0,1,4
164,5,0,0,1,0,0,0,3,5,0,0,5,5,0,1,0,0,0,4,0,0,3
165,4,0,0,0,2,0,0,3,5,0,2,5,5,0,5,0,0,0,3,0,1,4
166,5,0,0,2,0,0,0,4,5,0,2,4,5,0,0,0,0,0,4,0,0,3
167,5,0,0,2,2,0,0,4,5,0,0,5,5,0,0,0,0,0,4,2,1,2
168,4,0,0,1,1,0,0,4,5,0,0,5,5,0,1,0,0,1,4,0,0,4
169,3,0,0,1,2,0,0,4,5,0,0,4,4,0,2,0,0,1,4,0,1,1
170,5,0,0,1,1,0,0,3,5,0,0,5,5,0,1,0,0,0,3,0,1,3
171,4,0,0,1,1,0,0,4,5,2,0,3,5,0,0,0,0,0,3,0,1,3
172,5,0,0,0,2,0,0,5,4,2,0,5,5,0,0,0,0,0,4,1,1,3
173,5,0,0,0,0,0,0,3,5,0,0,5,5,0,3,0,0,2,3,0,0,2
174,5,0,0,1,0,0,0,4,5,2,1,5,5,0,3,0,0,0,3,0,1,1
175,5,0,0,0,1,0,0,4,5,1,0,3,5,0,4,0,0,2,3,0,0,2
176,5,0,0,0,0,0,0,4,5,0,0,4,5,0,0,0,0,1,4,0,0,3
177,3,0,0,0,2,0,0,3,5,1,0,5,5,0,4,0,0,1,4,0,1,3
178,3,0,0,1,0,0,0,4,4,1,0,5,5,0,1,0,0,0,4,0,0,3
179,3,0,0,2,2,0,0,3,5,1,0,4,5,0,0,0,0,0,4,0,1,4
180,3,1,0,2,0,0,0,4,5,0,0,3,5,0,3,0,0,1,4,0,0,1
181,5,0,0,1,0,0,0,3,5,1,0,4,5,0,5,0,0,0,3,0,0,3
182,4,0,0,0,1,0,0,3,5,0,0,5,5,0,1,0,0,0,4,0,0,3
183,4,0,0,2,0,0,0,3,5,0,0,5,5,0,0,0,0,1,3,1,1,3
184,5,0,0,1,1,0,0,4,5,1,0,5,5,0,1,0,0,0,4,1,0,4
185,4,1,0,1,2,0,0,4,3,0,0,5,5,0,3,0,0,0,3,0,1,4
186,4,0,0,2,0,0,0,3,5,0,0,5,5,0,5,0,0,0,4,1,1,4
187,5,0,0,2,0,0,0,4,4,0,0,4,5,0,1,0,0,1,3,0,0,4
188,5,0,0,2,0,0,0,3,3,0,0,5,5,0,2,0,0,0,4,2,0,4
189,4,0,0,1,0,0,0,3,5,0,1,5,5,0,0,0,0,1,4,0,1,1
190,5,0,0,1,1,0,0,3,4,0,0,5,5,0,3,0,0,1,3,0,2,3
191,3,0,0,0,1,0,0,4,5,0,0,4,5,0,4,0,0,0,4,1,1,4
192,3,0,0,1,0,0,0,4,5,1,0,3,5,0,5,0,0,0,3,0,1,4
193,5,0,0,1,0,0,0,3,4,0,0,5,5,0,1,0,0,0,3,0,1,4
194,4,0,0,1,1,0,0,4,5,0,0,5,5,0,5,0,0,0,3,0,1,3
195,5,0,0,0,0,0,0,4,4,0,0,5,5,0,3,0,0,0,4,0,0,4
196,5,0,0,2,1,0,0,4,4,0,0,3,5,0,0,0,0,0,4,0,2,4
197,4,0,0,0,2,0,0,4,5,0,1,5,5,0,1,0,0,0,3,0,1,3
198,4,0,0,1,1,0,0,4,5,0,0,4,5,0,0,0,0,0,4,0,1,5
199,3,1,0,0,0,0,0,4,5,0,0,5,5,0,0,0,0,1,3,0,0,1
200,5,2,0,1,0,0,0,4,5,1,0,5,5,0,2,0,0,0,3,1,0,3
201,5,0,0,1,2,0,0,4,5,0,0,4,5,0,1,0,1,0,3,0,1,4
202,4,0,0,1,1,0,0,4,5,2,0,3,5,0,1,0,1,0,3,1,0,4
203,5,0,0,1,1,0,0,4,5,0,0,5,5,0,2,0,0,0,3,0,1,4
204,3,1,0,2,0,0,0,3,5,0,0,5,5,0,5,0,0,0,3,0,0,4
205,5,0,0,1,0,0,0,3,4,0,0,3,5,0,3,0,0,0,4,0,1,4
206,5,0,0,1,1,0,0,4,5,0,0,3,5,0,1,0,0,0,4,0,0,3
207,5,0,0,2,2,0,0,4,4,0,0,4,5,0,2,0,0,0,3,1,2,4
208,5,0,0,0,1,0,0,3,5,0,0,5,5,0,1,0,0,1,4,1,1,3
209,5,0,0,0,2,0,0,4,4,1,1,4,5,0,1,0,0,1,5,0,0,3
210,5,0,0,2,0,0,0,3,5,1,0,3,5,0,1,0,0,0,3,0,0,4
211,4,0,0,1,2,0,0,3,5,0,0,4,5,0,1,0,0,0,3,0,1,4
212,3,0,0,2,0,0,0,3,5,0,0,5,5,0,1,0,0,0,4,0,1,4
213,1,0,0,1,2,0,0,4,5,0,0,5,5,0,4,0,0,0,4,0,0,4
214,5,2,0,1,2,0,0,4,5,0,0,3,5,0,0,0,0,1,3,1,0,4
215,5,0,0,1,0,0,0,3,5,1,0,5,5,0,0,0,0,0,4,0,2,4
216,4,0,0,2,1,0,0,3,5,0,0,5,5,0,1,0,0,0,4,0,1,4
217,4,0,0,2,0,0,0,4,5,1,0,3,5,0,4,0,0,0,4,0,0,4
218,5,0,0,1,0,0,0,3,5,0,0,4,5,0,1,0,0,1,4,0,1,3
219,5,1,0,2,0,0,0,3,5,0,0,5,5,0,0,0,1,0,3,0,0,4
220,4,0,0,2,1,0,0,4,5,0,0,4,5,0,4,0,0,0,4,0,1,2
221,4,0,0,1,2,0,0,4,5,0,0,5,5,0,3,0,0,0,3,0,0,4
222,5,0,0,1,0,0,0,3,5,0,0,5,5,0,4,0,0,1,4,0,0,4
223,5,0,1,1,0,0,0,4,5,1,0,4,5,0,0,0,0,0,4,0,1,3
224,5,0,0,1,0,0,0,4,5,1,0,3,5,0,5,0,0,0,3,0,1,3
225,4,0,0,1,2,0,0,3,5,1,0,5,5,0,3,0,0,1,4,0,0,3
226,3,0,0,2,1,0,0,3,5,0,0,4,5,0,1,0,0,0,4,1,2,4
227,5,0,0,0,0,0,0,4,5,2,0,5,5,0,4,0,1,0,4,0,0,3
228,5,0,0,1,0,0,0,4,5,0,0,4,5,0,3,0,0,1,3,0,0,4
229,5,0,0,1,0,0,0,4,3,0,1,3,5,0,0,0,0,0,3,0,1,3
230,5,0,0,2,0,0,0,4,5,0,0,4,5,0,4,0,0,0,4,0,0,4
231,5,0,0,1,0,0,0,5,5,1,0,5,5,0,1,0,1,0,3,0,0,4
232,5,1,0,1,1,0,0,4,4,0,1,4,5,0,5,0,0,0,4,1,1,2
233,5,0,0,1,1,0,0,4,5,1,0,5,5,0,0,0,0,0,4,0,1,4
234,3,0,0,0,0,0,0,4,5,2,0,5,5,0,0,0,0,0,4,1,0,4
235,3,0,0,1,1,0,0,4,5,1,0,4,5,0,0,0,0,0,3,0,1,4
236,4,0,1,0,0,0,0,4,5,1,0,5,5,0,1,0,0,0,4,0,0,4
237,5,0,0,1,0,0,0,4,5,0,0,4,5,0,0,0,0,1,3,0,1,3
238,5,0,0,1,1,0,0,4,5,0,0,3,5,0,1,0,0,1,4,1,0,3
239,5,0,0,1,0,0,0,4,5,1,1,4,5,0,3,0,0,0,4,0,1,3
240,5,0,0,2,1,0,0,4,5,2,0,3,5,0,5,0,0,0,3,0,0,4
241,4,1,0,1,0,0,0,4,5,1,0,5,5,0,4,0,0,1,3,0,0,4
242,5,2,0,2,2,0,0,4,5,0,0,5,5,0,5,0,0,2,4,0,0,3
243,5,1,0,1,2,0,0,3,5,2,0,3,5,0,5,0,0,2,3,0,1,3
244,5,0,0,1,2,0,0,3,4,2,0,4,5,0,5,0,0,0,4,0,1,2
245,5,0,0,2,0,0,0,4,5,2,0,4,5,0,2,0,0,1,3,0,1,4
246,3,1,0,2,0,0,0,4,5,1,0,4,5,0,3,0,0,0,4,0,0,4
247,5,0,0,2,2,0,0,3,3,0,0,5,5,0,0,0,0,1,4,0,0,3
248,5,0,0,0,0,0,0,4,5,0,0,4,5,0,3,0,0,0,5,0,1,4
249,4,0,0,1,1,0,0,4,4,0,0,4,5,0,0,0,0,0,4,0,1,4
250,4,1,0,2,2,0,0,3,5,1,1,5,5,0,1,0,0,0,3,1,1,3
251,4,0,0,1,1,0,0,4,5,0,0,4,5,0,0,0,0,1,3,0,2,4
252,4,1,0,1,1,0,0,3,5,0,0,3,5,0,1,0,0,0,4,0,1,3
253,4,0,0,2,0,0,0,4,4,0,0,4,5,0,4,0,0,1,3,1,0,4
254,4,0,0,0,1,0,0,4,5,0,0,5,5,0,1,0,0,2,5,0,2,2
255,5,0,0,4,0,0,0,4,5,0,0,4,5,0,1,0,0,0,3,0,0,1
256,5,0,0,2,1,0,0,4,5,0,0,5,5,0,0,0,0,0,4,0,1,2
257,3,0,0,2,0,0,0,3,5,0,0,5,5,0,1,0,0,0,4,0,1,1
258,4,0,0,2,0,0,0,3,5,0,0,5,5,0,5,0,0,1,3,1,1,4
259,4,0,0,1,0,0,0,3,3,0,0,4,5,0,1,0,0,0,4,0,0,3
260,5,0,0,1,1,0,0,4,5,0,0,4,5,0,5,0,1,1,4,0,0,4
261,4,0,0,0,0,0,0,4,5,0,0,5,5,0,0,0,0,0,4,0,0,3
262,4,2,0,0,2,0,0,4,5,0,0,5,5,0,0,0,0,1,3,0,1,3
263,5,0,0,0,0,0,0,3,4,1,1,5,5,0,3,0,0,0,4,0,0,3
264,5,0,0,1,1,0,0,3,3,1,0,5,5,0,1,0,0,1,4,0,1,4
265,4,0,0,0,0,0,0,4,4,2,0,4,5,0,0,0,0,2,4,1,2,3
266,4,0,0,0,0,0,0,4,5,1,0,5,5,0,0,0,0,1,4,0,1,4
267,5,2,0,2,1,0,0,4,4,0,0,3,5,0,1,0,0,0,3,1,0,4
268,5,0,0,1,0,0,0,3,5,0,0,4,5,0,0,0,0,1,4,0,1,3
269,5,1,0,1,1,0,0,4,5,0,0,5,5,0,5,0,0,0,4,0,1,3
270,5,0,0,0,0,0,0,3,4,0,0,5,5,0,5,0,0,0,3,0,0,3
271,4,0,0,1,2,0,0,3,4,1,0,5,5,0,5,0,0,1,3,0,0,4
272,5,2,0,0,1,0,0,3,5,0,0,5,5,0,5,0,0,0,4,1,0,4
273,4,0,0,1,0,0,0,4,4,0,0,5,5,0,5,0,0,1,4,0,0,3
274,4,0,0,2,1,0,0,4,3,0,0,5,5,0,0,0,0,0,4,0,1,4
275,5,0,0,1,0,0,0,3,5,0,0,5,5,0,1,0,0,1,4,0,0,1
276,3,0,0,1,0,0,0,4,5,0,0,5,5,0,1,0,0,0,3,0,1,4
277,4,1,0,2,0,0,0,3,5,0,2,4,5,0,5,0,0,0,4,0,1,4
278,5,0,0,1,1,0,0,3,5,0,0,5,5,0,1,0,0,1,3,0,0,3
279,4,2,0,0,0,0,0,3,5,0,0,5,5,0,2,0,1,0,3,1,0,3
280,5,0,0,1,0,0,0,4,5,0,0,5,5,0,3,0,0,0,4,0,0,2
281,4,1,0,1,1,0,0,4,5,0,0,5,5,0,0,0,0,0,4,0,0,3
282,3,1,0,2,0,0,0,4,5,1,0,5,5,0,4,0,0,1,3,0,2,4
283,4,0,0,2,2,0,0,3,5,2,0,5,5,0,1,0,0,0,3,1,1,4
284,3,0,0,0,2,0,0,3,5,1,0,3,5,0,4,0,0,1,4,0,0,3
285,4,0,0,0,2,0,0,4,5,0,0,4,5,0,0,0,0,0,4,0,1,3
286,4,1,0,1,0,0,0,3,5,0,0,5,5,0,4,0,0,0,4,1,1,4
287,4,1,0,1,2,0,0,4,4,1,0,4,5,0,1,0,0,0,4,0,1,4
288,4,0,0,0,2,0,0,4,4,0,0,4,5,0,2,0,0,0,4,0,0,3
289,3,1,0,2,2,0,0,3,5,1,0,5,5,0,0,0,0,0,3,1,2,3
290,5,1,0,1,1,0,0,4,4,2,0,4,5,0,0,0,0,1,4,1,2,3
291,4,0,0,2,2,0,0,3,5,0,0,3,5,0,4,0,0,0,4,0,1,3
292,4,1,0,1,2,0,0,4,5,0,0,5,5,0,0,0,0,1,4,0,1,3
293,3,0,0,1,1,0,0,4,5,0,0,4,5,0,1,0,0,0,4,0,0,4
294,5,0,0,0,0,0,0,4,5,0,0,5,5,0,1,0,0,0,3,1,1,2
295,4,0,0,1,2,0,0,4,5,0,0,5,5,0,4,0,0,1,4,0,1,2
296,5,0,0,0,0,0,0,4,5,0,1,5,5,0,0,0,0,0,3,1,1,4
297,5,0,0,2,0,0,0,3,4,0,0,5,5,0,0,0,0,1,3,0,0,3
298,4,1,0,1,0,0,0,3,5,0,0,3,5,0,4,0,0,1,3,0,0,4
299,3,0,0,2,1,0,0,4,5,1,0,4,5,0,1,0,0,1,3,1,1,3
300,4,1,0,1,0,0,0,3,5,1,0,4,5,0,1,0,0,1,3,1,0,3
