persona_id,1,2,3,4,5,6,7,8
95430,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0
95807,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0
96050,2.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0
96201,4.0,,1.0,2.0,5.0,4.0,3.0,4.0
97009,3.0,1.0,,4.0,4.0,1.0,2.0,1.0
97477,2.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0
98400,2.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0
99045,1.0,,4.0,2.0,2.0,2.0,3.0,3.0
102060,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0
102387,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0
102860,3.0,4.0,4.0,4.0,,2.0,2.0,2.0
104167,2.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0
104799,4.0,3.0,2.0,4.0,4.0,2.0,,3.0
104815,2.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0
106753,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0
108152,2.0,,1.0,2.0,2.0,4.0,2.0,3.0
108437,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0
108473,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0
108966,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
109216,2.0,4.0,,,5.0,5.0,2.0,1.0
111837,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
112277,4.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0
113494,2.0,4.0,2.0,5.0,2.0,4.0,3.0,1.0
114157,4.0,4.0,1.0,2.0,3.0,5.0,2.0,5.0
114830,2.0,2.0,5.0,3.0,1.0,3.0,2.0,
117082,2.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0
117495,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0
118017,5.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0
118048,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0
119498,2.0,1.0,2.0,2.0,3.0,5.0,2.0,4.0
119752,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0
123204,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0
124991,5.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0
125723,1.0,5.0,1.0,3.0,4.0,5.0,2.0,5.0
125823,5.0,2.0,2.0,,,2.0,,2.0
126701,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0
126960,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0
127472,2.0,4.0,4.0,1.0,,2.0,2.0,1.0
128466,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0
128684,2.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0
128983,4.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0
129024,2.0,4.0,3.0,2.0,,,4.0,2.0
129668,2.0,1.0,2.0,2.0,4.0,2.0,,2.0
130858,1.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0
131658,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0
133283,2.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0
133765,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0
133784,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0
134476,1.0,4.0,2.0,2.0,5.0,1.0,2.0,5.0
135086,1.0,2.0,4.0,5.0,3.0,5.0,2.0,
135608,5.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0
136355,4.0,2.0,4.0,3.0,,4.0,1.0,2.0
136776,4.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0
138366,3.0,5.0,3.0,,4.0,5.0,3.0,3.0
138518,2.0,1.0,2.0,2.0,4.0,4.0,2.0,
139222,4.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0
140074,1.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0
140363,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0
141480,5.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0
141687,1.0,4.0,,2.0,2.0,4.0,2.0,1.0
141833,4.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0
142284,,3.0,4.0,3.0,4.0,5.0,1.0,5.0
142307,1.0,4.0,5.0,4.0,4.0,5.0,2.0,1.0
144040,2.0,3.0,2.0,,3.0,5.0,2.0,4.0
144222,4.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0
145625,2.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0
145710,5.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0
146223,5.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0
146832,2.0,2.0,5.0,2.0,4.0,,1.0,2.0
146850,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0
147219,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0
147377,2.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0
147530,2.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0
148108,4.0,5.0,4.0,,,2.0,2.0,2.0
148752,4.0,3.0,2.0,1.0,4.0,2.0,3.0,
149652,1.0,,2.0,,2.0,1.0,,2.0
150101,2.0,1.0,2.0,4.0,4.0,4.0,3.0,5.0
150470,2.0,,,3.0,2.0,4.0,3.0,3.0
151075,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0
151726,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
151847,1.0,2.0,4.0,2.0,5.0,4.0,1.0,1.0
152532,2.0,1.0,3.0,5.0,2.0,5.0,1.0,2.0
152699,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0
153425,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0
153740,5.0,4.0,2.0,,,5.0,5.0,3.0
153941,2.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0
154642,2.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0
155417,4.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0
155618,2.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0
155861,2.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0
156336,2.0,4.0,5.0,2.0,4.0,4.0,1.0,2.0
157783,3.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0
158328,3.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0
158333,,2.0,3.0,2.0,3.0,2.0,2.0,
160632,2.0,4.0,4.0,4.0,2.0,,2.0,5.0
160839,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0
162350,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0
162517,2.0,1.0,2.0,3.0,4.0,1.0,1.0,
164663,5.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0
165472,4.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0
166280,4.0,3.0,,4.0,1.0,3.0,2.0,5.0
166870,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0
167334,1.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0
167354,2.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0
168474,2.0,,4.0,2.0,3.0,3.0,2.0,1.0
168868,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0
169535,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0
170281,2.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0
171303,2.0,2.0,2.0,,3.0,5.0,4.0,3.0
171399,4.0,4.0,,3.0,2.0,5.0,3.0,3.0
172462,2.0,5.0,3.0,2.0,5.0,4.0,3.0,2.0
172771,3.0,3.0,4.0,2.0,3.0,3.0,1.0,
173083,3.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0
174876,2.0,3.0,5.0,2.0,2.0,3.0,,1.0
175026,3.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0
175738,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0
176236,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
176389,2.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0
177767,2.0,4.0,,4.0,,4.0,2.0,2.0
178684,4.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0
179037,1.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0
179580,5.0,4.0,,3.0,2.0,4.0,3.0,5.0
179838,4.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0
180973,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0
181092,2.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0
182229,3.0,4.0,3.0,,3.0,4.0,2.0,2.0
182607,4.0,4.0,5.0,2.0,2.0,2.0,5.0,1.0
183099,1.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0
183561,3.0,1.0,1.0,4.0,3.0,2.0,2.0,
184727,1.0,2.0,5.0,2.0,2.0,3.0,,2.0
185100,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0
185255,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0
186206,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0
187017,2.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0
189232,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0
190595,2.0,3.0,5.0,1.0,5.0,1.0,2.0,2.0
190818,4.0,2.0,5.0,3.0,,4.0,4.0,5.0
190966,4.0,,1.0,3.0,4.0,4.0,1.0,4.0
191509,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0
193769,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0
194316,4.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0
194440,5.0,1.0,2.0,4.0,3.0,4.0,2.0,
196279,3.0,2.0,,3.0,4.0,3.0,4.0,3.0
197297,1.0,2.0,5.0,2.0,2.0,2.0,2.0,
199256,2.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0
199492,3.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0
199530,4.0,1.0,4.0,2.0,3.0,2.0,5.0,2.0
