random_state,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
69,1,1,0,1,1,2,4,2,1,2,1,1,4,1,1,2,1,4,1,2,1,2
70,2,0,4,1,0,2,4,1,1,2,2,1,4,2,1,2,2,4,1,1,2,2
71,1,1,4,0,2,2,3,1,2,2,2,2,4,1,2,2,1,4,1,1,3,1
72,1,2,4,1,2,3,4,2,1,1,1,1,4,1,2,2,1,3,1,1,1,2
73,1,1,4,1,1,3,4,2,1,1,1,1,4,1,1,2,1,4,1,2,2,1
74,2,1,4,2,1,1,3,2,1,2,1,1,3,1,0,1,1,4,0,0,1,1
75,2,1,5,1,1,4,4,1,1,2,2,2,3,1,1,2,1,3,1,2,1,0
76,1,1,5,1,1,2,4,1,1,2,1,2,4,1,1,2,2,4,1,1,2,2
77,1,1,3,1,1,0,3,1,1,1,1,1,4,0,2,1,1,3,2,1,4,2
78,1,2,4,1,1,4,4,1,1,1,1,2,4,1,2,2,1,4,1,2,1,2
79,2,1,4,1,1,2,3,1,1,1,1,2,4,1,1,2,2,4,1,2,2,1
80,1,2,4,2,1,4,4,2,1,2,2,1,3,2,2,1,2,4,2,1,2,1
81,1,1,3,2,1,1,4,2,1,1,0,1,3,1,1,2,1,4,1,0,1,1
82,1,0,4,2,0,2,3,1,0,1,0,2,4,1,2,2,2,3,1,0,2,1
83,1,1,4,1,1,2,2,1,1,2,1,1,3,2,1,1,1,4,1,0,4,2
84,1,2,4,1,2,2,3,1,2,2,2,1,4,1,2,1,1,4,2,2,1,1
85,1,2,4,0,1,2,3,1,2,1,2,1,4,1,1,1,1,4,1,0,2,1
86,1,2,3,1,1,4,3,1,1,1,0,0,4,2,0,2,1,4,2,1,0,2
87,1,2,4,2,1,1,3,1,2,1,1,2,3,1,1,2,2,3,2,0,1,1
88,2,1,4,1,1,2,3,1,1,1,1,0,4,1,1,0,0,4,1,2,2,2
89,2,2,4,2,1,1,4,2,2,1,1,1,5,2,1,2,1,4,2,1,4,2
90,1,2,3,1,1,4,4,2,2,2,2,1,4,1,1,2,1,3,1,1,4,1
91,1,1,4,2,1,3,4,1,1,1,2,2,3,1,1,1,2,3,2,1,1,1
92,1,1,5,2,2,4,4,1,1,2,1,2,5,1,0,1,1,4,1,1,4,1
93,2,2,4,2,1,2,2,1,1,1,1,1,5,1,0,1,0,3,2,1,3,2
94,2,1,5,1,2,2,4,2,1,1,0,2,4,1,1,1,1,4,2,0,2,2
95,1,1,4,1,1,2,4,1,1,2,0,1,4,1,1,2,1,3,1,2,4,2
96,1,1,4,2,2,2,3,1,2,1,1,1,4,1,2,2,0,4,2,1,2,2
97,1,0,4,1,2,1,3,2,1,1,1,1,4,1,1,1,0,4,1,1,1,0
98,0,1,4,1,2,1,3,1,1,1,2,0,5,1,1,0,0,4,2,1,1,1
99,0,0,5,1,2,1,4,2,1,1,1,1,3,1,1,1,1,4,2,1,2,1
100,2,1,0,2,2,1,4,1,1,0,1,2,3,1,1,1,1,3,1,2,1,2
101,2,1,4,1,1,2,4,1,1,1,1,2,4,1,1,1,1,4,1,1,2,2
102,1,1,5,1,1,4,4,1,1,1,2,1,4,1,1,2,1,4,2,1,1,2
103,1,1,4,2,0,1,4,0,1,2,1,2,5,1,1,1,1,5,1,1,2,1
104,0,1,5,2,2,1,4,0,0,2,2,0,4,1,1,1,2,4,1,1,1,2
105,1,0,4,1,2,2,3,2,1,1,1,1,5,1,1,1,2,4,1,1,1,2
106,1,1,4,1,2,4,1,1,1,1,1,0,4,1,2,2,0,4,0,1,1,2
107,1,1,3,2,1,2,3,2,2,1,2,1,3,2,2,1,2,4,1,1,4,1
108,1,2,3,2,0,1,3,1,1,1,1,2,4,1,2,1,2,4,2,1,4,1
109,2,1,4,1,1,1,4,1,1,2,1,1,5,1,0,2,0,3,0,1,1,1
110,2,1,4,1,1,1,4,2,1,2,2,1,4,2,1,1,2,3,2,0,2,1
111,1,1,4,1,1,2,2,2,1,0,1,2,4,1,1,1,1,4,2,2,2,1
112,2,1,4,1,1,2,2,1,0,1,1,2,5,0,2,2,2,3,1,1,1,2
113,2,1,4,1,1,2,4,1,1,2,1,2,4,1,1,2,0,4,2,1,1,2
114,1,1,4,1,2,1,4,1,0,2,1,2,5,2,1,1,0,4,2,1,1,0
115,1,1,4,2,1,1,4,0,2,1,2,2,3,1,2,2,2,4,1,2,2,1
116,1,1,4,2,1,1,4,2,1,2,1,0,3,2,1,2,0,3,1,0,4,1
117,2,0,4,1,1,2,4,1,2,1,0,1,4,1,1,1,1,4,1,0,1,1
118,0,0,4,2,1,4,4,1,1,1,1,1,4,1,1,2,1,4,1,2,4,1
119,1,1,4,2,2,1,1,2,1,1,1,2,4,2,2,2,1,4,0,2,1,1
120,2,1,4,1,2,0,4,1,1,2,1,2,5,1,2,1,2,3,2,1,1,2
121,1,1,4,1,1,4,4,1,1,1,1,1,5,1,1,1,0,4,2,1,1,1
122,1,1,4,1,1,4,4,1,1,1,1,1,4,1,2,2,1,4,0,2,3,1
123,2,2,3,1,2,1,3,1,2,2,0,1,4,2,1,1,1,3,0,0,1,1
124,1,1,4,1,1,1,3,1,1,1,1,1,4,1,1,2,0,4,2,1,1,1
125,1,1,3,1,1,4,4,1,1,1,1,1,4,2,1,2,2,4,1,1,4,2
126,1,1,3,1,1,2,2,2,2,1,1,2,4,2,1,1,2,4,2,1,1,1
127,1,1,3,2,1,1,4,1,1,1,1,2,5,0,1,1,2,4,1,1,1,1
128,1,2,4,1,1,4,3,1,1,1,2,2,3,1,0,1,1,4,2,2,1,2
129,2,0,4,2,1,1,4,1,2,1,1,1,5,1,2,2,0,4,1,1,2,2
130,1,1,3,2,1,4,4,1,1,2,1,1,5,1,1,1,1,4,2,1,1,1
131,1,2,3,1,1,2,3,2,1,2,1,1,4,1,2,2,1,4,1,1,4,2
132,1,1,4,1,1,1,4,1,1,1,2,0,4,1,1,1,0,3,2,1,1,2
133,1,2,5,1,2,0,3,1,0,2,1,1,5,0,1,1,1,3,0,2,0,2
134,2,2,4,2,2,2,4,1,2,1,1,2,5,1,2,1,1,4,2,2,1,1
135,1,2,4,1,2,1,4,1,1,1,1,0,4,2,1,1,0,4,2,1,2,1
136,1,0,3,2,1,2,4,1,1,1,1,2,3,1,1,2,1,3,2,1,4,1
137,0,1,4,1,2,3,4,1,1,1,2,1,5,2,2,2,1,4,1,1,4,2
138,2,1,4,1,1,4,4,1,1,1,1,1,4,1,1,2,1,3,2,2,4,1
139,1,2,3,1,1,2,4,1,1,1,0,1,4,1,1,1,1,4,2,1,1,2
140,0,1,4,2,2,1,4,1,1,2,1,1,3,1,1,0,2,4,2,1,1,2
141,1,2,4,1,1,1,1,2,1,1,2,1,4,1,1,1,1,3,1,1,1,1
142,1,1,3,1,2,1,4,2,2,1,1,1,4,1,2,2,1,3,2,2,1,2
143,2,1,4,1,1,1,3,1,1,2,2,1,4,2,2,2,2,4,1,2,1,2
144,2,1,5,2,1,2,1,1,2,1,0,1,4,1,1,1,1,4,1,0,1,2
145,2,1,4,1,1,2,4,1,2,2,2,1,4,2,1,2,2,4,1,1,1,1
146,1,1,3,1,1,1,3,1,2,1,1,1,5,2,2,2,1,3,1,1,3,1
147,2,1,3,2,1,0,4,1,1,1,1,1,5,2,1,1,1,4,2,1,4,2
148,1,1,4,2,1,2,3,2,1,1,1,2,5,1,2,1,1,3,1,1,4,1
149,0,1,4,1,1,3,4,1,1,1,1,2,3,1,1,1,2,4,1,1,4,2
150,1,1,4,1,1,4,2,1,2,1,1,1,4,0,1,1,1,4,2,1,2,0
151,2,1,3,1,1,2,3,1,1,1,1,1,3,2,2,1,1,4,2,2,3,2
152,2,1,4,2,1,4,3,1,1,1,1,2,4,1,1,1,0,4,1,1,2,0
153,1,1,4,2,1,4,5,1,0,1,1,2,4,1,1,2,1,4,1,1,4,1
154,1,1,3,1,1,1,3,1,2,2,1,1,5,1,1,2,1,4,2,1,2,2
155,1,1,3,1,1,1,3,2,1,1,1,1,4,1,2,1,1,4,1,2,2,2
156,0,2,0,2,1,1,3,1,2,2,1,2,4,2,1,2,1,3,1,2,3,2
157,1,2,4,1,1,1,2,2,2,1,1,1,4,1,2,2,2,4,2,1,2,2
158,1,1,3,1,2,2,4,0,1,1,1,1,3,1,2,2,1,4,2,1,2,1
159,1,2,4,2,2,2,4,2,1,1,0,1,4,1,1,2,1,4,2,1,1,2
160,1,2,4,1,2,2,4,1,1,2,1,1,4,2,1,2,2,4,2,0,3,1
161,1,1,5,1,1,4,4,1,1,1,1,2,5,1,1,1,1,4,1,1,4,0
162,1,1,4,1,1,2,2,2,1,1,1,0,5,1,1,1,2,4,1,2,1,2
163,1,2,4,2,1,1,4,1,1,1,1,1,4,2,1,1,2,3,0,2,1,1
164,1,2,4,2,1,2,3,1,1,2,2,2,4,2,2,1,1,4,1,1,1,2
165,1,1,3,1,1,4,3,2,1,1,1,1,3,1,1,2,1,3,1,1,1,1
166,1,0,4,2,2,2,4,2,1,2,1,1,4,2,1,1,1,5,1,0,1,1
167,1,1,5,2,0,1,4,1,1,2,2,2,4,2,1,1,1,4,2,0,0,0
168,2,2,4,1,1,1,4,2,1,1,1,2,4,1,1,1,1,4,2,1,1,0
169,2,1,3,2,1,4,1,2,1,1,0,1,4,2,1,1,1,4,2,2,4,0
170,1,2,4,2,1,1,4,0,2,1,1,1,4,1,1,1,1,3,2,2,1,2
171,2,1,4,2,2,2,3,1,1,2,1,1,4,2,1,1,1,3,1,1,3,1
172,0,0,4,1,2,4,3,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1
173,1,0,4,2,1,1,4,2,1,1,1,2,3,1,1,1,0,3,2,1,1,1
174,1,0,4,1,1,1,3,1,2,2,2,1,4,2,1,2,1,4,2,1,4,1
175,2,2,4,2,2,2,3,2,2,2,2,1,3,1,0,2,1,3,2,1,3,1
176,1,2,4,1,1,2,4,2,0,1,1,0,4,0,1,1,2,4,1,0,2,1
177,2,1,4,1,1,1,3,0,2,1,2,2,4,2,1,1,1,4,2,1,2,2
178,2,0,3,1,1,4,4,1,1,2,1,1,4,2,1,1,1,4,1,2,1,1
179,1,1,4,1,1,2,3,2,1,2,1,1,3,0,1,1,1,4,1,1,1,0
180,1,1,4,1,1,1,4,1,1,1,1,1,3,1,1,1,0,4,1,1,2,1
181,1,2,3,1,2,2,2,1,1,1,1,1,3,1,1,1,1,4,2,1,1,1
182,2,1,4,2,2,1,4,0,1,1,1,2,4,1,1,1,1,5,1,1,4,1
183,2,1,4,2,1,1,4,1,1,1,1,2,4,2,2,1,2,4,1,1,0,1
184,1,1,4,2,1,1,4,2,1,1,1,1,5,0,1,2,1,4,2,1,1,1
185,2,2,4,1,1,4,4,1,1,1,2,1,4,1,1,1,1,4,2,1,2,1
186,1,1,3,2,2,1,4,2,2,1,1,1,4,2,2,2,2,4,2,1,4,2
187,2,1,3,2,1,1,4,2,2,1,1,1,4,1,2,2,1,3,1,1,1,1
188,0,2,3,2,2,3,4,2,2,2,1,0,3,2,1,2,2,4,2,2,1,2
189,2,1,4,1,0,1,4,1,2,0,1,2,4,0,0,1,1,3,1,1,1,1
190,1,1,4,0,1,1,4,2,1,1,2,1,4,2,1,1,0,3,1,1,2,1
191,0,1,3,1,1,4,3,2,1,1,2,2,4,1,2,2,1,3,2,2,2,2
192,1,1,4,1,1,1,4,1,1,1,1,1,5,1,2,1,1,4,1,1,1,1
193,1,1,3,2,1,2,3,1,1,1,0,1,4,2,1,2,1,3,2,1,1,0
194,1,0,4,2,1,1,3,1,2,2,2,1,4,1,1,2,1,3,2,2,1,1
195,1,2,4,1,2,0,4,2,1,1,1,2,4,1,2,1,1,3,1,2,1,1
196,2,2,4,1,1,1,4,1,0,1,1,2,4,1,1,2,1,4,1,1,4,1
197,1,1,4,1,1,2,4,1,2,1,1,0,5,2,2,2,2,4,2,1,1,1
198,2,1,4,2,2,1,2,2,1,2,1,2,3,1,2,2,1,4,2,1,3,2
199,0,1,4,1,2,2,4,0,1,1,2,1,4,0,1,1,2,5,1,0,1,2
200,1,1,4,1,1,1,4,2,1,1,1,2,4,1,1,2,1,4,1,1,2,2
201,1,0,3,2,2,2,4,2,1,1,2,1,4,1,2,2,2,4,2,1,2,1
202,1,2,3,1,1,4,2,2,1,1,1,2,4,1,2,1,1,4,2,2,2,1
203,2,1,4,1,1,4,4,2,1,2,2,1,4,2,1,1,1,4,1,1,1,1
204,1,1,4,2,1,1,4,1,2,1,2,1,4,1,1,2,0,4,2,1,1,2
205,2,1,4,1,2,1,4,1,1,1,1,2,4,1,1,1,2,3,1,0,1,2
206,1,1,4,1,2,1,2,2,2,0,1,1,5,1,1,1,1,4,1,1,1,1
207,1,0,4,2,1,2,4,2,1,2,2,2,4,1,1,1,1,4,1,0,1,1
208,2,0,4,1,1,1,4,0,1,1,1,1,4,2,1,2,1,4,1,0,1,0
209,1,1,4,1,1,2,4,1,1,2,0,2,5,0,2,2,1,4,2,0,1,2
210,0,0,4,1,1,1,4,1,0,1,1,1,4,1,1,0,1,4,1,1,4,1
211,1,2,4,2,1,2,4,0,1,2,1,2,4,0,1,1,2,3,2,1,3,1
212,1,1,0,2,2,1,2,1,1,1,1,1,4,0,2,0,2,4,1,1,3,2
213,0,1,4,1,0,1,4,0,1,1,2,2,4,0,1,0,1,4,2,1,1,1
214,1,2,4,2,1,1,4,1,1,2,2,1,4,0,1,1,1,4,1,2,4,1
215,1,1,4,1,2,1,4,1,1,1,1,1,4,1,1,2,1,4,2,1,4,2
216,2,1,4,2,1,4,4,0,1,1,2,1,4,1,2,2,1,5,2,0,3,1
217,2,1,4,1,2,2,4,1,1,1,1,1,4,1,2,1,1,4,2,1,1,1
218,1,1,0,1,1,4,0,1,1,1,1,2,4,1,1,2,1,4,2,1,3,2
219,1,1,4,1,2,4,4,2,2,1,1,1,4,2,1,2,1,4,2,1,4,1
220,1,1,5,2,1,1,4,1,1,1,1,1,5,1,1,1,0,3,2,2,1,1
221,2,0,3,2,1,4,4,2,2,2,1,1,4,1,2,2,0,4,1,1,2,1
222,2,0,3,2,2,2,2,1,0,2,1,1,3,2,1,1,2,3,2,1,1,1
223,2,1,4,2,2,2,3,0,1,1,1,1,5,1,1,1,2,4,1,1,3,1
224,0,1,4,1,1,2,4,1,1,1,1,1,4,1,1,2,1,3,2,1,1,1
225,1,2,4,1,2,1,4,2,2,2,1,1,4,1,1,1,1,4,2,2,1,1
226,1,1,4,1,1,1,4,1,1,2,1,1,3,1,2,2,1,4,1,0,1,1
227,2,2,4,2,1,1,4,1,1,1,1,1,3,1,1,2,2,3,1,1,2,2
228,1,2,3,2,1,1,4,1,2,1,0,2,3,1,1,2,1,4,2,0,1,1
229,1,1,3,1,2,2,2,1,1,1,2,2,4,2,1,1,2,4,2,1,1,1
230,1,2,4,2,1,1,3,2,2,2,2,1,4,1,1,2,1,3,1,2,4,2
231,1,1,5,1,1,4,4,1,0,2,1,1,5,1,1,1,1,4,1,0,4,1
232,0,0,4,1,1,1,4,1,2,1,1,1,4,2,1,2,1,4,1,1,4,1
233,1,1,4,1,2,3,1,0,0,1,1,2,5,1,1,0,1,4,1,1,2,2
234,1,1,4,2,1,3,3,1,1,1,1,2,4,2,1,2,0,4,1,1,1,1
235,2,1,3,2,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,2,1,2
236,1,0,4,1,2,1,4,2,0,1,2,2,4,1,1,1,1,4,1,2,4,0
237,2,1,3,1,2,1,3,2,2,2,0,1,5,1,0,2,2,4,1,1,4,1
238,1,1,4,1,1,4,4,1,1,1,1,2,4,1,1,1,0,4,2,2,2,2
239,2,1,4,1,0,2,2,1,1,1,1,2,4,0,1,2,1,3,1,1,2,1
240,1,1,3,1,1,4,4,0,1,2,1,2,4,1,1,1,1,4,1,0,2,1
241,2,1,5,2,0,2,4,1,2,1,1,0,5,1,1,1,1,4,1,1,1,1
242,2,1,3,1,1,2,3,1,1,0,2,2,4,2,0,1,1,4,0,1,4,1
243,1,0,4,1,1,1,4,2,0,1,1,1,4,1,1,2,0,3,2,0,3,1
244,1,0,4,2,1,2,4,2,1,1,0,2,4,2,1,1,2,4,1,1,4,1
245,1,1,4,1,1,0,4,1,1,2,1,1,4,2,1,1,2,4,2,0,4,1
246,1,2,4,1,1,1,3,1,0,1,1,1,4,2,1,1,1,4,1,1,1,1
247,1,1,3,2,2,2,4,1,1,1,0,1,4,1,2,1,1,4,1,1,4,0
248,1,1,3,1,2,1,4,2,2,1,2,1,3,2,1,1,2,3,1,1,1,2
249,1,0,4,2,1,2,4,1,1,1,2,1,4,1,0,2,1,3,1,0,1,0
250,2,2,3,2,1,2,4,1,2,2,1,1,4,2,1,1,1,4,1,1,1,2
251,1,2,4,1,2,2,4,1,1,2,2,1,3,1,1,1,0,4,1,0,4,2
252,1,1,3,1,1,2,3,1,1,1,1,1,4,1,1,1,1,4,1,0,4,1
253,1,1,3,2,2,1,4,2,1,1,1,1,5,2,1,2,1,3,1,2,2,2
254,2,1,4,1,1,4,4,1,1,1,2,1,4,2,2,1,1,4,2,1,4,1
255,1,2,3,1,2,3,4,2,1,2,1,1,3,2,2,2,1,4,1,2,2,2
256,1,1,3,1,1,1,4,1,1,1,2,1,3,1,2,1,1,4,2,1,3,2
257,1,2,4,2,0,2,4,2,1,1,2,1,4,1,2,1,1,4,1,2,1,1
258,1,1,4,1,1,1,4,2,1,2,1,2,3,2,1,1,1,4,2,1,2,1
259,1,1,4,2,1,4,4,1,2,1,1,1,4,1,1,1,1,4,2,1,4,1
260,1,1,4,2,1,3,3,1,1,1,1,2,4,0,2,1,1,3,2,0,4,1
261,1,1,5,1,1,1,4,2,1,1,1,1,4,1,2,2,1,4,1,1,4,2
262,1,2,3,2,1,1,4,2,2,1,1,2,5,1,0,1,2,3,1,2,1,0
263,1,1,4,1,1,2,4,2,1,1,1,1,4,1,2,2,1,3,2,1,1,2
264,0,1,3,1,2,1,4,1,1,1,1,2,3,2,1,2,0,4,1,1,1,2
265,1,1,5,2,0,4,2,2,1,1,2,1,5,1,2,2,1,4,2,2,2,2
266,2,2,4,1,2,4,4,1,1,2,1,2,3,1,1,1,1,4,1,2,4,1
267,1,2,3,2,1,1,4,1,1,1,2,1,4,1,1,1,1,3,2,2,1,2
268,1,1,4,1,1,1,1,1,1,2,1,1,4,1,2,2,2,3,1,2,2,1
269,1,1,4,2,0,4,4,1,1,2,2,1,3,1,2,2,1,4,2,2,1,2
270,1,1,3,2,1,2,4,1,1,1,1,1,4,2,1,2,1,3,1,1,4,2
271,1,1,4,1,1,1,4,1,1,2,2,1,4,1,2,2,1,4,1,1,1,1
272,2,1,4,2,1,1,3,1,1,1,1,1,4,1,1,2,1,3,1,1,4,1
273,1,2,5,1,0,1,2,2,2,1,1,0,5,1,1,1,0,4,0,1,1,1
274,1,1,3,1,2,1,4,0,1,2,1,1,4,1,1,2,1,4,2,1,1,1
275,1,1,3,2,2,4,3,1,1,2,2,1,4,2,1,1,1,3,1,1,3,1
276,2,1,4,1,2,1,4,1,1,1,1,1,3,1,1,1,1,4,2,1,4,2
277,0,1,4,2,1,3,3,2,1,2,1,1,4,0,2,1,2,4,1,1,2,2
278,1,2,4,2,1,4,4,1,2,1,2,1,4,2,0,1,1,4,2,1,1,1
279,2,1,4,1,2,4,4,1,1,1,2,1,3,0,2,1,1,3,1,0,1,1
280,1,1,4,1,1,2,4,1,1,0,1,1,4,1,0,2,1,4,1,2,4,1
281,2,1,4,2,0,1,4,2,1,1,1,1,4,1,1,1,2,3,2,1,1,1
282,1,1,4,1,1,2,3,1,1,1,2,1,3,1,1,2,1,4,1,1,1,2
283,1,1,4,2,1,2,3,1,2,1,1,2,3,1,1,2,1,4,2,1,1,1
284,1,2,4,1,1,0,4,1,1,1,2,2,5,1,1,1,0,4,1,1,4,0
285,2,1,3,2,1,1,3,1,1,1,1,2,5,1,1,1,0,4,1,1,3,1
286,1,1,4,2,1,2,4,1,1,1,1,2,3,1,1,1,1,4,2,1,1,1
287,2,1,3,1,1,2,4,1,1,1,1,2,3,1,2,1,1,3,1,2,2,2
288,1,2,3,2,1,1,4,2,1,1,1,1,4,1,2,1,1,4,2,1,4,1
289,2,2,4,1,1,2,4,2,1,1,1,1,4,1,2,2,1,4,2,1,2,1
290,1,0,3,1,2,1,4,2,0,1,2,0,4,1,1,2,2,3,2,1,1,1
291,1,1,4,1,1,4,4,2,1,1,0,1,3,1,1,2,0,4,1,1,1,2
292,1,0,4,1,2,2,4,0,1,1,1,1,4,1,2,1,1,4,1,2,1,1
293,0,1,3,1,0,1,4,2,2,2,1,2,5,1,1,2,1,4,1,1,1,1
294,1,1,3,1,1,1,4,2,1,1,1,1,4,1,1,2,1,4,2,2,1,0
295,2,2,4,1,2,3,4,1,1,2,2,2,3,2,2,1,1,3,1,1,1,1
296,1,1,4,2,2,2,1,1,2,1,1,0,3,2,0,1,2,4,1,1,1,2
297,1,2,4,1,2,2,4,1,1,2,1,0,4,1,1,2,1,4,1,2,2,2
298,1,1,5,1,1,1,3,0,1,2,1,1,4,1,1,1,2,3,1,1,2,1
299,1,0,4,1,1,4,4,1,1,1,0,1,4,2,1,1,2,5,1,2,4,1
300,1,0,4,1,1,2,4,1,1,2,1,1,5,0,1,1,1,4,1,1,2,0
