persona_id,1,2,3,4,5,6,7,8
77493,2,4,2,2,2,2,4,2
78152,2,4,2,2,4,4,2,2
78625,2,4,2,2,4,2,2,2
79218,2,4,2,2,4,4,2,2
79513,2,4,2,2,4,4,2,2
79628,2,4,2,2,4,4,2,2
79990,2,4,2,2,2,2,4,2
81383,2,4,2,2,4,4,2,2
81674,2,4,2,2,4,4,2,2
81777,2,4,2,2,4,2,2,2
82166,2,4,2,2,4,4,2,2
82569,2,4,2,4,4,4,2,2
83090,2,4,2,2,2,2,4,2
83215,2,4,2,2,4,4,2,2
83380,2,4,2,4,4,4,2,2
85049,2,4,2,2,2,4,2,2
85519,2,4,2,2,2,2,4,2
86879,2,4,2,2,4,2,2,2
87201,2,4,2,2,2,2,4,2
87232,2,4,2,4,4,4,2,2
87283,2,4,2,2,4,4,2,2
87863,2,4,4,4,4,4,2,2
88247,2,4,2,2,4,2,2,2
88716,2,4,2,2,4,2,2,2
89604,2,4,2,2,4,4,2,2
89643,2,4,2,2,2,2,2,2
90066,2,4,2,2,4,4,2,2
90923,2,4,2,2,4,4,2,2
91035,2,4,2,2,4,4,2,2
91223,2,4,2,2,4,2,2,2
91241,2,4,2,2,4,4,2,2
92194,2,4,4,4,4,4,2,2
92902,2,4,2,2,2,2,2,2
92952,2,4,2,2,2,2,4,2
94032,2,4,2,2,4,2,2,2
95430,2,4,2,2,4,2,2,2
95807,2,4,2,2,4,2,2,2
96050,2,4,2,2,2,2,4,2
96201,4,4,4,4,4,4,2,2
97009,2,4,2,2,4,4,2,2
97477,2,4,2,2,4,4,2,2
98400,2,4,2,2,2,2,2,2
99045,2,4,2,2,4,4,2,2
102060,2,4,2,2,4,4,2,2
102387,2,4,4,4,4,4,2,2
102860,2,4,2,2,4,4,2,2
104167,2,4,2,2,2,2,4,2
104799,2,4,2,2,2,2,4,2
104815,2,4,2,2,4,2,2,2
106753,2,4,2,2,4,4,2,2
108152,2,4,2,2,2,2,4,2
108437,2,4,2,2,2,2,2,2
108473,2,4,2,2,4,4,2,2
108966,2,4,2,2,2,2,2,2
109216,2,4,2,2,2,2,2,2
111837,2,4,2,4,4,4,2,2
112277,2,4,2,2,4,4,2,2
113494,2,4,2,2,4,4,2,2
114157,2,4,2,2,4,2,2,2
114830,2,4,2,2,4,2,2,2
117082,2,4,2,2,4,2,2,2
117495,2,4,2,2,2,4,2,2
118017,2,4,2,2,4,4,2,2
118048,2,4,2,2,4,2,2,2
119498,2,4,2,2,2,4,2,2
123204,2,4,2,2,4,2,2,2
124991,2,4,2,2,4,2,2,2
125723,2,4,2,4,4,4,2,2
125823,2,4,4,2,4,4,2,2
126701,2,4,2,2,4,2,2,2
126960,2,4,2,2,2,2,4,2
127472,2,4,2,2,4,4,2,2
128466,2,4,2,2,4,4,2,2
128684,2,4,2,2,4,4,2,2
128983,2,4,4,4,4,4,2,2
129024,2,4,2,2,2,2,2,2
129668,2,4,4,4,4,4,2,2
130858,2,4,2,2,4,2,2,2
131658,2,4,2,4,4,4,2,2
133283,2,4,2,2,4,4,2,2
133765,2,4,2,2,4,2,2,2
133784,2,4,2,2,4,4,2,2
134476,2,4,2,2,2,4,2,2
135086,2,4,2,2,4,4,2,2
135608,2,4,2,2,4,2,2,2
136355,2,4,4,4,4,4,2,2
136776,2,4,2,2,2,2,2,2
138366,2,4,2,2,4,4,2,2
138518,2,4,4,4,4,4,2,2
139222,2,4,2,2,2,2,1,2
140074,4,4,4,4,4,4,2,4
140363,2,4,2,2,4,4,2,2
141480,2,4,2,2,4,4,2,2
141687,2,4,2,2,2,2,2,2
141833,2,4,2,2,2,2,2,2
142284,2,4,2,2,4,4,2,2
142307,2,4,2,2,4,4,2,2
144040,2,4,2,2,2,2,2,2
144222,2,4,2,4,4,4,2,2
145625,2,4,2,2,4,4,2,2
145710,2,4,2,2,4,4,2,2
146223,2,4,2,2,4,4,2,2
146832,2,4,2,2,4,4,2,2
146850,2,4,2,2,4,4,2,2
147219,2,4,2,2,4,4,2,2
147377,2,4,2,2,4,4,2,2
147530,2,4,2,2,2,2,4,2
148108,2,4,2,2,2,2,4,2
148752,2,4,2,2,4,4,2,2
149652,2,4,2,2,2,2,4,2
150101,2,4,2,2,2,2,4,2
150470,2,4,2,2,4,2,2,2
151075,2,4,2,2,4,4,2,2
151726,2,4,2,2,2,2,2,2
151847,2,4,2,2,4,4,2,2
152532,2,4,2,2,4,4,2,2
152699,2,4,2,2,4,4,2,2
153425,2,4,2,2,4,4,2,2
153740,2,4,2,2,4,4,2,2
153941,2,4,2,2,2,2,4,2
154642,2,4,2,2,4,4,2,2
155417,2,4,2,2,4,4,2,2
155618,2,4,2,2,2,4,2,2
155861,2,4,2,2,2,2,4,2
156336,2,4,2,2,2,2,2,2
157783,2,4,2,2,2,2,2,2
158328,2,4,2,2,2,2,2,2
158333,2,4,2,2,4,4,2,2
160632,2,4,4,4,4,4,2,2
160839,2,4,2,2,2,5,1,2
162350,2,4,2,2,4,2,2,2
162517,2,4,2,2,2,2,2,2
164663,2,4,4,2,4,4,2,2
165472,2,4,2,4,4,4,2,2
166280,2,4,2,2,2,2,2,2
166870,2,4,2,2,4,4,2,2
167334,2,4,4,4,4,4,2,2
167354,2,4,4,4,4,4,2,2
168474,2,4,2,2,4,4,2,2
168868,2,4,4,4,4,4,2,2
169535,2,4,2,4,4,4,2,2
170281,2,4,2,2,4,4,2,2
171303,2,4,2,2,2,2,2,2
171399,2,4,4,2,4,4,2,2
172462,2,4,2,2,4,4,2,2
172771,2,4,2,2,4,4,2,2
173083,2,4,2,2,4,2,2,2
174876,2,4,2,2,2,2,4,2
175026,2,4,2,2,4,4,2,2
175738,2,4,2,2,2,2,4,2
176236,2,4,2,2,4,4,2,2
177767,2,4,2,2,4,4,2,2
178684,2,4,2,2,4,4,2,2
179037,2,4,2,2,4,2,2,2
179580,2,4,2,2,4,4,2,2
179838,2,4,2,2,4,4,2,2
180973,2,4,2,2,4,4,2,2
181092,2,4,2,2,4,4,2,2
182229,2,4,2,2,4,4,2,2
182607,2,4,2,2,2,2,4,2
183099,2,4,2,2,4,4,2,2
183561,2,4,2,2,4,4,2,2
184727,2,4,2,2,4,4,2,2
185100,2,4,2,2,4,4,2,2
185255,2,4,2,2,2,2,2,2
186206,2,4,4,4,4,4,2,2
187017,2,4,2,2,4,2,2,2
189232,2,4,4,2,4,4,2,2
190595,2,4,2,2,4,2,2,2
190818,2,4,4,2,4,4,2,2
190966,2,4,2,2,2,2,2,2
191509,2,4,2,2,4,4,2,2
193769,2,4,2,2,4,4,2,2
194316,2,4,2,2,4,4,2,2
194440,2,4,2,2,4,2,2,2
196279,2,4,2,2,4,2,2,2
197297,2,4,4,4,4,4,2,2
199256,2,4,2,2,4,4,2,2
199492,2,4,2,2,4,4,2,2
199530,2,4,2,2,4,4,2,2
