persona_id,1,2,3,4,5,6,7,8
87283,2,2,2,2,3,3,2,3
87863,2,2,2,2,3,3,2,3
88247,2,2,2,2,3,3,1,3
88716,2,2,2,3,3,3,2,3
89604,2,2,2,3,3,3,2,3
89643,2,3,2,3,3,3,3,3
90066,2,2,2,3,3,3,2,3
90923,2,2,2,2,2,3,2,2
91035,2,2,2,2,3,3,2,3
91223,2,2,2,2,3,3,1,3
91241,2,2,2,2,3,3,3,3
92194,2,3,2,2,3,2,1,3
92902,2,2,2,2,3,3,2,3
92952,2,2,2,3,3,3,2,3
94032,2,2,2,2,2,3,2,3
95430,2,2,2,3,3,3,2,3
95807,2,2,2,3,3,3,2,3
96050,2,2,2,2,3,3,2,3
96201,2,2,2,2,4,4,2,4
97009,2,2,2,2,3,3,2,3
97477,1,2,2,2,3,3,2,3
98400,1,4,1,1,1,2,4,1
99045,2,2,2,2,3,3,2,3
102060,2,2,2,2,3,3,2,3
102387,2,2,2,2,2,3,1,3
102860,2,2,2,2,3,3,2,3
104167,2,3,2,2,3,3,2,2
104799,2,2,2,3,3,3,2,3
104815,2,3,2,2,3,3,2,2
106753,2,2,2,3,3,3,2,3
108152,2,2,2,3,3,3,2,3
108437,2,2,2,3,3,3,1,3
108473,2,2,2,2,3,3,2,3
108966,2,2,2,2,3,2,2,3
109216,2,2,2,3,3,3,2,3
111837,2,2,2,3,3,3,2,3
112277,2,2,2,2,3,3,2,3
113494,2,2,2,2,3,2,2,3
114157,2,2,2,3,3,3,2,3
114830,2,2,2,2,2,3,1,3
117082,2,2,2,3,3,3,2,3
117495,2,2,2,2,2,3,1,3
118017,2,3,2,3,3,3,2,3
118048,2,2,2,3,3,3,2,3
119498,2,2,2,2,2,3,2,3
123204,2,2,2,3,3,3,2,3
124991,2,2,2,3,3,3,2,3
125723,2,2,2,2,2,3,2,3
125823,2,2,2,2,3,3,2,3
126701,2,3,3,3,3,3,3,3
126960,1,3,2,2,2,2,4,2
127472,2,2,2,3,3,3,2,3
128466,2,2,2,2,3,2,2,3
128684,2,2,2,2,3,3,2,3
128983,2,2,2,3,3,3,2,3
129024,2,2,2,3,3,3,2,3
129668,2,2,2,3,3,3,2,3
130858,2,2,2,2,3,3,3,3
131658,2,2,2,2,3,3,1,3
133283,2,2,2,3,3,3,2,3
133765,2,2,2,2,3,3,2,3
133784,2,2,2,3,3,3,2,3
134476,2,2,2,2,2,3,2,3
135086,2,2,2,2,3,3,2,3
135608,2,1,2,3,3,3,1,3
136355,2,2,2,2,3,3,1,3
136776,2,2,2,2,3,3,2,3
138366,1,2,2,2,3,3,1,3
138518,2,2,2,2,3,3,2,3
139222,2,2,2,2,2,3,3,3
140074,2,2,2,2,3,3,2,3
140363,2,2,2,2,2,3,1,3
141480,2,2,2,2,3,3,2,3
141687,2,1,2,2,3,3,1,3
141833,2,2,2,2,3,4,2,2
142284,2,2,2,2,3,3,2,3
142307,2,2,2,2,3,3,2,3
144040,2,2,2,2,3,3,2,3
144222,2,2,2,2,3,3,2,3
145625,2,2,2,3,3,3,2,3
145710,2,2,2,3,3,3,2,3
146223,2,2,2,3,3,3,2,3
146832,2,2,2,2,3,3,1,3
146850,2,2,2,2,3,3,1,3
147219,2,2,2,3,3,3,2,3
147377,2,2,2,3,3,3,2,3
147530,2,2,2,2,2,3,1,2
148108,2,2,2,2,2,3,2,3
148752,2,2,2,2,3,3,2,3
149652,2,3,2,3,3,3,3,3
150101,2,2,2,2,3,3,2,3
150470,2,2,2,2,3,3,1,3
151075,2,1,2,2,2,4,1,2
151726,2,2,2,2,3,3,2,3
151847,2,2,2,2,3,3,2,3
152532,2,2,2,2,3,3,2,3
152699,2,3,2,2,3,3,2,3
153425,2,2,2,2,2,3,2,3
153740,2,2,2,2,3,3,2,3
153941,2,2,2,3,3,3,2,3
154642,2,2,2,2,3,3,2,3
155417,2,2,2,3,3,3,3,3
155618,2,2,2,2,3,3,2,3
155861,2,2,2,3,3,3,2,3
156336,2,3,2,3,3,3,2,3
157783,2,1,2,2,3,3,1,3
158328,1,3,2,2,3,3,3,3
158333,2,2,2,2,3,2,2,3
160632,2,2,2,2,3,3,2,3
160839,1,2,2,2,2,2,2,2
162350,2,2,2,2,3,3,2,3
162517,1,4,2,1,2,2,4,1
164663,2,2,2,2,3,3,2,3
165472,2,2,2,3,3,3,2,3
166280,2,2,2,2,3,3,2,3
166870,2,2,2,2,3,3,1,3
167334,2,2,2,2,3,3,2,3
167354,2,2,2,2,3,3,2,3
168474,2,2,2,2,3,3,2,3
168868,2,2,2,2,3,3,2,3
169535,2,2,2,2,3,3,2,3
170281,2,2,2,2,3,3,2,3
171303,2,2,2,2,3,3,2,3
171399,2,2,2,2,3,4,1,3
172462,2,2,2,3,3,3,2,3
172771,2,2,2,3,3,3,2,3
173083,2,2,2,3,3,3,2,3
174876,2,3,2,2,2,3,3,3
175026,2,2,2,2,3,3,1,3
175738,1,3,2,2,3,3,1,3
176236,2,2,2,2,3,3,2,3
177767,2,2,2,2,3,3,1,3
178684,2,2,2,2,3,3,1,3
179037,2,2,2,3,3,3,2,3
179580,2,2,2,2,3,3,2,3
179838,2,3,2,3,3,3,3,3
180973,2,2,2,3,3,3,2,3
181092,2,2,2,2,3,3,2,3
182229,2,2,2,2,3,3,2,3
182607,1,4,2,1,2,3,3,2
183099,2,3,2,3,3,3,2,3
183561,2,2,2,3,3,3,2,3
184727,2,2,2,2,3,3,2,3
185100,2,2,2,2,3,3,2,3
185255,2,2,2,3,3,3,2,3
186206,2,2,2,2,3,3,2,3
187017,2,3,2,2,3,3,2,3
189232,2,2,2,2,3,3,2,3
190595,2,2,2,2,3,3,2,3
190818,2,2,2,3,3,4,1,3
190966,2,2,2,3,3,3,2,3
191509,2,2,2,3,3,3,2,3
193769,2,2,2,2,2,3,2,3
194316,2,1,2,2,4,4,1,2
194440,2,2,2,3,3,3,2,3
196279,1,2,2,3,3,3,2,3
197297,2,1,2,2,3,4,1,3
199256,2,1,2,2,2,4,1,3
199492,2,2,2,2,3,3,1,3
199530,2,2,2,2,2,3,3,2
