persona_id,1,2,3,4,5,6,7,8
62555,1,2,1,1,4,4,2,2
63796,1,2,1,1,1,4,2,1
63866,2,4,2,2,4,4,2,2
64924,2,2,1,4,4,4,2,2
65237,1,2,1,4,4,4,2,2
65380,2,2,1,2,4,4,2,2
65648,1,2,4,4,4,4,2,3
65835,2,4,2,2,2,3,4,2
65917,2,4,2,2,3,3,2,2
66045,1,4,1,2,2,2,4,2
66750,2,4,1,2,2,2,2,2
67977,1,4,1,1,4,1,2,2
68097,1,2,1,1,4,4,2,2
68833,1,5,1,1,4,1,2,1
69531,1,4,1,1,2,2,2,2
69851,1,4,1,1,2,2,4,2
69956,2,4,2,2,4,2,2,2
71245,1,4,1,2,4,4,2,2
71337,1,4,1,2,2,2,4,2
71674,2,4,1,2,4,3,2,2
71967,1,4,1,1,2,2,4,2
75220,2,2,1,2,4,4,2,2
75626,1,4,1,1,4,2,2,2
75859,2,2,4,4,4,4,2,2
76421,2,4,2,2,2,2,4,2
76660,2,4,2,2,2,2,4,2
77188,2,4,2,2,2,2,4,2
77440,2,4,2,2,2,2,4,2
77493,1,4,1,1,2,2,4,2
78152,2,2,2,2,4,4,2,2
78625,1,4,1,2,2,2,4,2
79218,1,4,1,1,1,2,4,2
79513,2,4,2,2,2,2,2,2
79628,1,4,1,2,2,2,2,2
79990,2,4,1,2,2,2,2,2
81383,1,2,1,1,4,4,2,2
81674,1,2,1,1,4,4,2,2
81777,2,4,2,2,2,2,2,2
82166,1,4,1,2,4,4,2,2
82569,2,4,2,2,2,2,4,2
83090,2,4,2,2,2,2,4,2
83215,2,4,2,2,2,2,2,2
83380,1,5,1,1,4,1,2,1
85049,1,5,1,1,1,1,5,1
85519,2,4,2,2,2,2,4,2
86879,2,4,1,2,4,4,2,2
87201,1,5,1,1,1,1,5,1
87232,1,4,1,1,4,4,2,2
87283,1,3,2,2,4,3,2,2
87863,1,5,1,1,1,2,2,2
88247,2,4,2,2,2,2,4,2
88716,2,4,2,2,4,2,2,2
89604,2,4,1,2,4,4,2,2
89643,2,4,2,2,2,2,4,2
90066,2,4,2,2,4,4,2,2
90923,1,5,1,1,1,1,5,2
91035,1,4,1,1,1,4,2,2
91223,2,2,1,2,4,4,2,2
91241,1,2,1,1,4,4,2,2
92194,1,2,1,4,4,4,2,1
92902,1,4,1,2,2,2,2,2
92952,2,4,2,2,2,2,2,2
94032,2,2,4,4,4,4,2,4
95430,2,4,2,2,2,2,4,2
95807,2,4,2,2,4,3,2,2
96050,2,4,2,2,2,2,4,2
96201,2,2,4,4,4,4,2,2
97009,2,3,2,2,4,4,2,2
97477,2,2,2,4,4,4,2,2
98400,1,4,1,1,1,1,4,1
99045,2,4,1,2,4,2,2,2
102060,2,4,1,2,2,2,2,2
102387,1,2,1,4,4,4,2,2
102860,2,4,1,2,4,4,2,2
104167,2,4,2,2,2,2,4,2
104799,2,4,2,2,2,2,4,2
104815,2,4,1,1,4,4,2,2
106753,2,4,2,2,4,4,2,2
108152,2,4,2,2,2,4,2,2
108437,2,4,2,2,2,2,4,2
108473,2,4,2,2,2,2,2,2
108966,1,5,1,1,1,4,2,2
109216,2,4,2,2,2,2,4,2
111837,2,4,1,4,4,2,2,2
112277,1,2,1,4,4,4,2,1
113494,1,3,1,2,2,2,4,2
114157,2,2,1,2,4,4,2,2
114830,1,5,1,1,4,1,2,2
117082,2,2,4,4,4,4,2,2
117495,1,4,1,1,2,2,5,2
118017,1,5,1,1,1,1,5,1
118048,2,4,2,2,2,3,2,2
119498,1,4,1,1,2,4,2,2
123204,2,4,2,2,2,2,4,2
124991,2,4,2,2,2,2,4,2
125723,1,5,1,1,1,1,5,1
125823,2,4,1,2,2,4,2,2
126701,2,4,2,2,2,2,4,2
126960,1,4,1,2,2,2,4,2
127472,2,4,2,2,2,2,4,2
128466,1,4,1,2,2,2,2,2
128684,2,4,2,4,4,2,2,2
128983,2,4,1,1,2,3,4,2
129024,2,4,1,2,4,4,2,2
129668,1,4,1,2,2,2,4,2
130858,2,5,1,1,4,1,2,2
131658,1,4,1,1,1,2,4,2
133283,2,4,2,2,2,2,2,2
133765,2,4,1,2,2,2,4,2
133784,2,4,2,2,2,2,2,2
134476,1,5,1,1,2,2,2,2
135086,1,5,1,1,1,1,2,1
135608,2,4,2,2,4,2,2,2
136355,1,2,1,4,4,4,2,2
136776,2,4,2,2,2,2,2,2
138366,2,4,2,2,2,2,4,2
138518,1,4,1,2,2,3,4,2
139222,1,4,1,1,2,2,4,2
140074,1,5,1,1,1,4,2,1
140363,2,4,1,2,2,2,2,2
141480,2,4,1,1,2,1,4,2
141687,2,4,2,2,2,2,4,2
141833,2,4,2,2,2,2,2,2
142284,1,5,1,1,1,2,4,2
142307,2,4,2,2,2,2,4,2
144040,2,4,1,2,2,2,4,2
144222,1,2,1,4,4,4,2,2
145625,2,4,1,2,2,2,4,2
145710,1,4,1,2,2,3,2,2
146223,2,4,2,2,4,4,2,2
146832,2,4,1,2,2,2,4,2
146850,2,4,1,2,2,2,4,2
147219,2,4,2,2,2,2,4,2
147377,2,4,2,2,2,4,2,2
147530,2,4,2,2,2,2,4,2
148108,2,4,2,2,2,2,4,2
148752,2,4,2,2,4,2,2,2
149652,1,2,1,1,4,1,4,2
150101,2,4,1,1,2,1,4,2
150470,1,4,1,1,4,4,2,2
151075,1,4,1,2,2,2,4,2
151726,1,4,1,2,2,2,2,2
151847,2,4,1,2,4,4,2,2
152532,2,4,1,2,4,4,2,2
152699,1,2,1,4,4,4,2,1
153425,1,5,1,1,1,2,2,2
153740,2,2,4,4,4,4,2,3
153941,2,4,1,1,4,4,2,2
154642,1,3,3,3,3,3,2,3
155417,2,4,2,2,4,3,2,2
155618,2,4,2,2,2,2,2,2
155861,1,2,1,2,4,4,2,2
156336,2,4,2,2,2,2,4,2
157783,2,4,2,2,2,2,4,2
158328,2,4,2,2,2,2,4,2
158333,2,4,1,2,4,4,2,2
160632,2,2,1,2,4,4,2,2
160839,1,4,1,1,2,1,4,1
162350,1,4,1,2,2,2,4,2
162517,1,4,1,2,2,2,4,2
164663,2,2,2,2,4,3,2,2
165472,2,2,4,4,4,4,2,2
166280,2,4,2,2,2,4,2,2
166870,2,4,1,2,4,2,4,2
167334,1,2,1,4,4,4,2,2
167354,2,4,2,2,4,4,2,2
168474,1,4,1,2,4,4,2,2
168868,1,5,1,1,1,2,5,2
169535,1,4,1,2,4,4,2,2
170281,2,4,2,2,4,2,2,2
171303,2,4,2,2,2,3,4,2
171399,1,2,4,4,4,4,2,2
172462,2,4,1,2,4,4,2,2
172771,2,2,1,4,4,4,2,2
173083,2,4,1,2,4,2,2,2
174876,1,4,2,2,2,2,4,2
175026,1,4,1,2,2,2,4,2
175738,1,5,1,1,1,1,5,1
176236,2,4,1,2,4,2,2,2
177767,2,4,1,4,4,4,2,2
178684,1,4,1,2,2,3,2,2
179037,2,4,1,2,2,4,2,2
179580,2,4,1,2,4,3,2,2
179838,2,4,1,2,2,4,2,2
180973,2,4,1,2,2,2,4,2
181092,2,4,2,2,2,3,4,2
182229,1,5,1,1,2,2,4,2
182607,1,5,1,1,1,1,5,1
183099,2,2,4,4,4,4,2,2
183561,2,2,1,4,4,4,2,2
184727,1,2,1,4,4,4,2,2
185100,1,5,1,1,1,4,2,2
185255,2,4,2,2,4,2,2,2
186206,2,4,1,2,2,2,4,2
187017,2,4,2,2,2,2,2,2
189232,1,2,4,4,4,4,2,2
190595,2,4,1,2,2,2,2,2
190818,2,4,2,4,4,4,2,2
190966,2,4,1,2,4,4,2,2
191509,2,3,2,2,4,2,2,2
193769,1,5,1,1,1,1,5,1
194316,1,2,4,4,4,4,2,4
194440,2,4,1,2,2,2,2,2
196279,2,4,1,1,2,2,4,2
197297,1,2,1,1,4,4,2,2
199256,1,4,1,1,2,4,2,2
199492,1,2,1,4,4,4,2,2
199530,1,5,1,1,1,1,5,1
